Folder,Depth,d,E,v,phi,psi,c,sv,sh,Delft_inf,Delft_sug,Exists,yield_angle,yield_stress,yield_strain
Disp_389,23,2060.16,86663600,0.394602,34.2796596403967,18.9899,4999.99718451105,464.8339008,203.024227636926,4095.33939370398,3927.39742235716,1,-5,2320.84557885471,0.108303889632225
Disp_39,9,1606.63,63320800,0.310123,28.41949424306,19.904,5000.00041842038,141.8493627,74.339921496435,1446.1060085812,980.030117933617,1,45,871.365638682565,0.228684857487679
Disp_390,47,2316.05,87951700,0.398645,44.9114449900721,18.8798,5000.00124890657,1067.8611735,313.937250026673,8549.23045859459,8512.45541271332,1,-55,2056.43724320382,0.0635174885392189
Disp_391,38,1661.36,89767900,0.389471,42.304186275507,12.5414,4999.99790000148,619.3217808,202.477005011049,5989.1751941197,5919.18100705341,1,40,1005.15052594572,0.0224209614098072
Disp_392,28,2040.88,56310000,0.345343,38.4085449988054,13.2558,4999.99932221778,560.5889184,212.314839022342,4390.3997442623,4321.29256313743,1,35,1043.29001402746,0.0440005883574486
Disp_393,18,1610.03,41938000,0.296036,43.5558541965151,14.659,5000.00511553615,284.2990974,88.3995712333207,2933.4318294813,2781.08689560788,1,40,480.812156808375,0.02541184425354
Disp_394,37,2095.19,77216000,0.284243,44.2265156857701,16.1217,5000.00947648705,760.4911143,230.050992306193,6803.96979133059,6740.91246109453,1,40,1324.76924649395,0.0358172506093979
Disp_395,28,1700.78,75213800,0.377572,29.5441554401127,15.6279,5000.00147795105,467.1702504,236.811328096706,3409.86062422329,3321.39664867004,1,-5,2076.83736722244,0.148867562413216
Disp_396,6,1954.99,70837500,0.361617,41.9374102672417,16.1378,5000.00239151609,115.0707114,38.166837882162,2030.22612071972,988.158267845779,1,15,768.12761039739,0.0440005883574486
Disp_397,8,1917.3,91354900,0.390383,24.7215094270247,18.9575,5000.00105929178,150.469704,87.5420538247729,1408.02051910997,859.895594012039,1,90,706.899119702937,0.12366408854723
Disp_398,26,1727.5,89612600,0.337003,32.9235657691781,13.0147,5000.00598830984,440.61615,201.132574770303,3910.66878046598,3765.34223506803,1,5,1869.19009698043,0.0810203552246094
Disp_399,39,2258.96,45014900,0.364431,28.8651552189823,13.3262,5000.00219449265,864.2555064,447.036268912209,4263.78854486006,4244.04558009279,1,-5,4293.3828902823,0.424703687429428
Disp_4,10,2090.13,74445200,0.381626,30.464845928639,18.3811,5000.00054073501,205.041753,101.083613532863,2050.55357733063,1528.29992765705,1,30,1351.09204190141,0.196625307202339
Disp_40,35,2181.36,39881900,0.321025,40.5937862751047,16.2743,5000.00217891852,748.969956,261.621294383978,4801.59073034205,4775.36683576516,1,NaN,Inf,Inf
Disp_400,31,2062.87,68863500,0.315818,27.6245370094648,17.1601,5000.00001360308,627.3393957,336.45748099888,3849.23956151146,3788.5085127376,0,NaN,Inf,Inf
Disp_401,25,1775.52,38758000,0.371161,28.8941219291118,12.1151,4999.99572378871,435.44628,225.041874905166,2569.75818882388,2522.32936522497,1,0,1856.66120128004,0.20703125
Disp_402,21,1895.97,89007300,0.373983,35.0495010465349,18.0395,5000.00174695369,390.5887797,166.279918825861,3808.63704095478,3586.07929723366,1,-5,1982.92681596225,0.0940923765301704
Disp_403,11,2303.84,78798600,0.397405,28.7581895896412,14.2867,4999.99823381461,248.6073744,128.998866380588,2215.68477228766,1753.90776618334,1,-5,1043.42444751877,0.0635174885392189
Disp_404,35,2086.29,85167800,0.348766,40.2138596192527,15.9705,4999.99184111933,716.3276715,253.836134404895,6206.19494009646,6132.74286415469,1,-30,1592.58291185675,0.0532237514853477
Disp_405,17,1838.74,96725500,0.262201,27.2278841396654,19.1719,4999.99856553322,306.6466698,166.346396580774,2646.92780219827,2324.49783672851,1,60,2736.52203814557,0.6873379945755
Disp_406,25,1816.98,74297900,0.261892,38.3982123880091,19.57,5000.00342760054,445.614345,168.832879599716,4349.73643200521,4203.15120089616,1,0,2791.90643808887,0.186502352356911
Disp_407,10,1740.67,85276600,0.335914,25.4540655630524,16.6047,5000.00018452141,170.759727,97.3693565408235,1570.28944558814,1095.45935972712,1,40,969.362821294872,0.20703125
Disp_408,37,2185.93,78568600,0.389635,43.0961632071932,14.2441,5000.00215616192,793.4270121,251.337939289999,6669.11161476519,6612.85368215325,1,40,1331.82227177773,0.0358172506093979
Disp_409,31,2316.36,32731900,0.398772,34.7693531437563,17.5341,4999.99719038268,704.4282396,302.71094459764,3780.74459133352,3758.01843612662,0,NaN,Inf,Inf
Disp_41,29,2248.38,44383200,0.393222,38.1499713399417,13.9973,4999.99885467139,639.6416262,244.520936231374,4264.64404352222,4222.30770345073,0,NaN,Inf,Inf
Disp_410,9,1713.81,31280300,0.318379,24.0694865863758,16.4405,5000.00289193129,151.3122849,89.6004374375707,1016.95889114547,803.73152685133,1,45,863.688622135004,0.51781564950943
Disp_411,12,2280.3,68620500,0.35515,23.3270896495319,14.3242,4999.99778841508,268.436916,162.141345709049,1812.75374985325,1512.95425261876,1,45,1555.55204429591,0.395374178886414
Disp_412,34,1904.93,51982300,0.393677,20.1244489863448,12.7159,4999.99939654023,635.3703522,416.764581547988,2694.17997234309,2666.97439689065,1,NaN,Inf,Inf
Disp_413,28,1786.61,73423800,0.338504,23.0779015293303,18.56,4999.99946784903,490.7460348,298.382265307502,2796.59319243953,2722.97972214591,1,NaN,Inf,Inf
Disp_414,21,2228.41,60867000,0.395901,36.0448972909636,12.0421,5000.00217021958,459.0747441,188.946432163092,3736.97824869921,3606.5873757552,1,-40,1087.15348347678,0.0582350753247738
Disp_415,27,1939.48,45551100,0.315343,20.737622346857,15.064,4999.99963244742,513.7100676,331.810977451041,2319.7259530948,2278.31041042655,0,NaN,Inf,Inf
Disp_416,10,1773.76,77297100,0.308523,38.0181705192128,16.3861,5000.00001179171,174.005856,66.8336742436501,2441.54815572751,1725.12108159937,1,0,1099.26287065945,0.0635174885392189
Disp_417,10,1881.29,35498300,0.366209,33.9510696075376,14.0146,4999.99519224049,184.554549,81.4836562379407,1661.91906836421,1380.24922586512,1,5,898.538039462521,0.0940923765301704
Disp_418,31,1951.09,48490500,0.280902,30.2033987158064,13.1066,4999.99980390803,593.3459799,294.85069778235,3602.34624390005,3559.59639531263,0,NaN,Inf,Inf
Disp_419,8,2398.68,40364900,0.366522,34.2554472731167,17.8175,5000.00094301958,188.2484064,82.2864823909476,1777.25885627043,1343.34206024929,1,-10,1259.56458731149,0.167111307382584
Disp_42,32,2329.48,44288600,0.277377,28.7051669651303,16.7746,4999.99900589291,731.2703616,380.039307801796,3858.96721563704,3826.26506098018,1,NaN,Inf,Inf
Disp_420,9,2113.74,32061600,0.252895,32.878221398817,19.9271,4999.9933542259,186.6221046,85.3133126939938,1614.43999785501,1302.76548558824,1,40,1409.12503495126,0.5504150390625
Disp_421,50,2316.38,51560500,0.316155,32.8472295924573,17.5885,4999.99743157373,1136.18439,519.916937017237,5932.80332220364,5918.18144863881,1,-5,7397.17923855831,0.705080687999725
Disp_422,27,2046.96,80080000,0.272009,35.0994023607244,17.6612,4999.9951287943,542.1782952,230.42755484691,4634.88014557362,4512.17790364236,0,NaN,Inf,Inf
Disp_423,45,2058.31,84769700,0.379443,39.2105275996984,19.8285,4999.99541971804,908.6409495,334.223872770062,6949.60357090831,6910.63053371388,1,NaN,Inf,Inf
Disp_424,12,2355.95,43576000,0.286861,31.8217332845681,19.0506,4999.99706552559,277.342434,131.105832188465,2217.94829458008,1956.93533003612,1,75,2252.33779280246,0.722940266132355
Disp_425,50,2288.74,80075800,0.387541,38.118157346414,18.5365,5000.00379619711,1122.62697,429.645924671547,7556.28150142544,7529.82613512893,1,NaN,Inf,Inf
Disp_426,15,1789.14,36847600,0.32015,20.1999331681813,13.2834,4999.99993248336,263.271951,172.364908674465,1324.82720077955,1222.94632157474,1,60,1866.74526110075,1.25909018516541
Disp_427,21,1657.36,63102600,0.305635,32.604293381985,13.0867,4999.99838478459,341.4327336,157.457198230386,2934.37528570687,2783.55102904857,1,0,1553.32564821666,0.101055018603802
Disp_428,45,2217.62,66952300,0.354017,39.2517462316686,19.7098,4999.99680698911,978.968349,359.546753215092,6689.97793291268,6661.88230887848,1,NaN,Inf,Inf
Disp_429,40,1811.13,54813200,0.316249,28.3223438542753,13.2565,5000.00352900464,710.687412,373.514891430838,3974.63869352762,3947.81438933641,0,NaN,Inf,Inf
Disp_43,17,2072.64,43971800,0.35702,22.0758141702634,17.8208,5000.00043731971,345.6541728,215.745886188245,1810.76082190248,1709.74070523392,1,65,2897.18484067542,1.60462582111359
Disp_430,20,1958.39,66527200,0.264591,30.917112498271,15.0371,4999.99755146745,384.236118,186.816558505763,3095.8708075628,2924.97525808035,1,40,2966.77388750618,0.534024477005005
Disp_431,23,1679.5,86692100,0.314049,36.5858007641167,15.5781,5000.00676496022,378.945585,153.084201767439,3926.30725974069,3724.99766454744,1,0,2126.29052141984,0.101055018603802
Disp_432,29,1745.89,69594200,0.263329,30.1205682320355,13.8187,4999.99971729232,496.6882461,247.439514775025,3626.01034174412,3542.62171318456,0,NaN,Inf,Inf
Disp_433,19,2179.81,34911800,0.335081,44.8748723914547,17.1156,4999.99280870369,406.2947859,119.629089930807,3384.67071788446,3291.74419497834,1,-35,845.277760722213,0.0635174885392189
Disp_434,8,1601.82,37881800,0.37231,22.6520514413626,18.5938,5000.00229994483,125.7108336,77.2953335215932,883.394805896702,632.37631998061,1,90,576.331967013738,0.27529564499855
Disp_435,17,1796.33,82283600,0.259694,40.0031359699179,16.6066,4999.9961105975,299.5739541,106.998967998143,3706.49473738066,3323.88178490597,1,0,2175.23364087467,0.12366408854723
Disp_436,25,1723.11,70759000,0.259524,22.0362629410783,14.3154,4999.9964791534,422.5927275,264.038750539389,2424.36935848579,2331.3267127993,1,45,4639.5549317125,1.6468813419342
Disp_437,49,1637.09,48643900,0.333916,22.6178524953442,19.9661,5000.00164046424,786.9327921,484.291847788694,3426.76286339337,3413.72986350564,1,NaN,Inf,Inf
Disp_438,27,2190.00404267066,74157700,0.257971,28.851733085285,17.5395,5000.00121282487,580.066370782178,300.158414418875,3947.37177492865,3850.41852312309,0,NaN,Inf,Inf
Disp_439,35,1872.34,57953400,0.34105,40.6404036308118,15.0018,5000.00110125438,642.867939,224.161958761756,5050.60154355776,5004.96985107878,1,35,1214.33281568088,0.048480149358511
Disp_44,24,1756.41,63130400,0.385233,21.2347662320093,13.0756,5000.00054146488,413.5291704,263.752947635534,2178.65413802665,2102.30741077863,1,NaN,Inf,Inf
Disp_440,45,2287.18,86765700,0.392248,29.8489354878516,14.282,5000.00331753942,1009.675611,507.144989526074,5985.87219571797,5952.56575911954,1,NaN,Inf,Inf
Disp_441,25,2276.76,41576300,0.283111,27.7954379146936,18.5647,5000.00031600417,558.37539,297.995896885899,3071.22742399545,3019.65646470176,1,NaN,Inf,Inf
Disp_442,10,1849.11,67948400,0.349044,38.8806122658113,19.5588,4999.99279605786,181.397691,67.5344184164853,2411.43239256544,1780.37789970853,1,0,1166.75076557261,0.0749075263738632
Disp_443,7,2137.65,44054600,0.346886,38.8941007386306,13.8316,5000.00061594072,146.7924255,54.6239679780541,1800.26596858742,1186.33423668134,1,15,823.02222683791,0.0810203552246094
Disp_444,22,1826.81,77829900,0.375567,39.1338348075518,19.3028,4999.99064446089,394.2621342,145.429906176569,4047.20942680387,3861.56336796452,1,NaN,Inf,Inf
Disp_445,40,1790.32,86385600,0.255229,23.6797775969674,14.8236,4999.99809693092,702.521568,420.371644781613,3933.77410671308,3887.78217597651,0,NaN,Inf,Inf
Disp_446,44,2347.52,94172900,0.374788,26.7789212138549,14.0934,4999.99799851621,1013.2835328,556.749515592901,5647.54333320394,5610.50500866186,1,NaN,Inf,Inf
Disp_447,30,2379.4,91044900,0.394126,41.2211388010208,12.1612,5000.00220840755,700.25742,238.810879960597,6332.84515620603,6226.69669488326,1,40,1133.64648700338,0.02541184425354
Disp_448,43,1822.19,82558700,0.359576,25.2687775746063,17.5944,5000.00299397901,768.6544077,440.542640552297,4280.08730944046,4245.41461682283,1,NaN,Inf,Inf
Disp_449,13,2076.56,89697600,0.294762,37.6563575398026,14.2757,5000.00014165018,264.8236968,103.03649587081,3307.94296596164,2710.66300728268,1,0,1663.64323569902,0.0749075263738632
Disp_45,6,1800.83,60525600,0.264107,22.379039846599,12.4795,5000.00123031808,105.9968538,65.6404458774345,908.777725637315,486.767829588116,1,90,408.620788819555,0.115840002894402
Disp_450,27,2176.41,42887900,0.27997,32.7172753535969,15.7201,4999.99471110519,576.4657167,264.889443311733,3617.88181679402,3567.69169133294,0,NaN,Inf,Inf
Disp_451,34,2208.03,79142500,0.398822,28.9678435624893,12.4846,5000.00572577457,736.4663262,379.7819300985,4582.74124646554,4527.56356242823,1,NaN,Inf,Inf
Disp_452,44,2152.13,35196200,0.340296,33.4681948815885,14.7327,5000.00043697363,928.9453932,416.656155007709,4581.7426169447,4569.87139964079,1,NaN,Inf,Inf
Disp_453,14,2137.57,42222200,0.298902,31.9411134911864,12.8382,4999.99937151327,293.5738638,138.259376896581,2275.5457562495,2083.27584587803,1,0,1369.47155512255,0.148867562413216
Disp_454,35,1885.27,74449700,0.276167,33.8651750337594,13.54,5000.0025326739,647.3074545,286.601514575494,4882.81219469481,4820.73546290407,1,0,3451.99571855606,0.20703125
Disp_455,40,2255.48,50895900,0.387128,36.6010383772646,14.0063,4999.99465780259,885.050352,357.348439548937,5336.31298830588,5312.54044301039,0,NaN,Inf,Inf
Disp_456,33,1860.51,38973500,0.319451,44.5322580695876,18.7176,4999.99558178547,602.3029023,179.901420237152,4452.01012558632,4419.83516099783,1,70,1381.32371777412,0.157845586538315
Disp_457,20,1627.5,64365600,0.29803,40.2952200962493,15.8431,5000.00287095023,319.3155,112.805815535621,3480.03485719548,3278.06528131077,1,NaN,Inf,Inf
Disp_458,22,2318.79,87801200,0.399804,28.3292303142164,19.6983,5000.00060758155,500.4412578,262.963196369385,3587.63262723793,3430.21062088979,1,NaN,Inf,Inf
Disp_459,30,1910.72,36268500,0.30182,44.9246060107703,19.4016,5000.00329776317,562.324896,165.22471539617,4199.89436120781,4163.00977019991,1,-90,1343.41635175656,0.186502352356911
Disp_46,46,2097.96,80543000,0.286002,39.130936900439,15.211,5000.00133669729,946.7254296,349.25198854691,7166.87308197183,7129.19255183527,1,NaN,Inf,Inf
Disp_460,25,2072.5,33089500,0.320937,33.6413834253695,19.5754,4999.99831835719,508.280625,226.69671431431,3077.24062205136,3035.39265828938,1,NaN,Inf,Inf
Disp_461,16,2201.25,99884400,0.293075,32.9111158358101,16.0192,4999.99527724598,345.5082,157.780696205848,3520.47308342399,3097.09230001769,1,NaN,Inf,Inf
Disp_462,32,2363.64,78233500,0.350384,31.5415736566241,19.0228,4999.9958260455,741.9938688,353.844187621188,4997.95581357408,4930.73367385242,1,15,4784.54053055996,0.470338761806488
Disp_463,33,1861.37,48401700,0.385635,40.916934211346,14.543,4999.99864974554,602.5813101,207.912134360196,4488.9314105138,4449.66906514877,1,35,1133.08428683416,0.0532237514853477
Disp_464,12,1983.73,67930800,0.280311,26.8667274402512,17.5113,4999.99801240996,233.5246956,127.990973603487,1938.95169547839,1577.5659108339,1,50,1614.84127379668,0.439701706171036
Disp_465,36,2293.19,72845200,0.305307,20.9957911892084,14.1134,4999.9978435121,809.8629804,519.689584740059,3698.86997166523,3660.0428212211,1,NaN,Inf,Inf
Disp_466,5,2142.76,37673200,0.358349,39.7217674573231,16.1982,5000.00413973092,105.102378,37.9356442309307,1417.95514301083,734.465496783619,1,15,682.728855380221,0.0749075263738632
Disp_467,20,2164.77,57365100,0.343694,36.1533031469765,18.3723,5000.0010899334,424.727874,174.160604350935,3542.34556355462,3399.88921318648,1,0,2335.0776233726,0.186502352356911
Disp_468,14,2240.85,77379400,0.335777,43.452288622566,14.4086,5000.00521661088,307.758339,96.0974481321483,3888.69846883695,3407.45526420823,1,40,510.720358646512,0.0147968353703618
Disp_469,46,2348.72,99083300,0.268368,31.2676681829998,14.7858,5000.0001308436,1059.8833872,509.764840960209,6935.53919776697,6892.08319131728,1,15,6381.467926728,0.51781564950943
Disp_47,41,2181.29,59562200,0.259265,41.7825612978137,19.9526,5000.00503900511,877.3366509,292.762376240619,6438.50842002645,6404.50657937439,1,NaN,Inf,Inf
Disp_470,25,2105.44,77981400,0.255051,28.268257259911,13.9952,5000.00324951409,516.35916,271.811287105886,3644.7585408564,3523.00872059481,1,NaN,Inf,Inf
Disp_471,11,2037.43,69870100,0.289274,28.417676681689,14.8457,5000.00122554877,219.8590713,115.2291127273,1992.73591167472,1556.29925845413,1,-40,1830.16910661873,0.287620931863785
Disp_472,15,2289.78,85168400,0.307288,37.7735151838199,13.2731,5000.00518549005,336.941127,130.550622382705,3753.47353713886,3317.45313571195,1,15,1547.10930036977,0.0810203552246094
Disp_473,9,1770.89,56952400,0.297844,39.3789247024967,14.9053,5000.00026110056,156.3518781,57.1550180008083,2121.06978582357,1492.88006186047,1,10,966.499735405315,0.0810203552246094
Disp_474,30,1846.38,63809300,0.355854,23.4515661529232,13.7008,5000.00158421773,543.389634,327.134846434174,2918.89152122155,2866.10627105931,1,NaN,Inf,Inf
Disp_475,40,2357.97,63261300,0.330023,44.0153319574033,15.0898,4999.99561379508,925.267428,282.344582149236,6908.51147659511,6872.54396387835,0,NaN,Inf,Inf
Disp_476,17,2314.23,44494700,0.279755,23.761786101865,19.7436,5000.0037513645,385.9441371,230.433749085408,2130.82146387619,2017.05016942836,1,60,3751.50362555751,1.93648254871368
Disp_477,35,1988.1,32319500,0.336298,32.8784994543015,13.7217,4999.99576300637,682.614135,312.050676268395,3608.54392408225,3590.06086415717,1,NaN,Inf,Inf
Disp_478,28,2312.75,43124000,0.276862,32.0737264534229,12.7035,4999.99855399104,635.26617,297.933438173367,3801.96199894356,3756.62324840563,1,0,3575.76269591073,0.381052523851395
Disp_479,50,2334.57,45109000,0.377716,32.5335011877512,17.6917,4999.99858164863,1145.106585,529.276677216301,5562.50450091086,5551.09201778462,1,NaN,Inf,Inf
Disp_48,19,2194.27,45519500,0.389704,21.0717997744872,13.7154,5000.00292530005,408.9899853,261.94271691337,1965.66407735055,1886.68138316124,1,NaN,Inf,Inf
Disp_480,33,1809.84,67944600,0.326383,30.3210868702038,18.9778,5000.00207721225,585.8995032,290.110863623045,3967.7533094875,3911.17192194168,1,20,4440.59605867543,0.669719159603119
Disp_481,12,1761.5,96143100,0.330741,25.1141595279052,19.2309,4999.99615279731,207.36378,119.35378023299,1827.21355432313,1386.48196420283,1,55,1254.03626875868,0.287620931863785
Disp_482,14,2002.98,69865300,0.364122,22.26935326326,14.4182,4999.99703136608,275.0892732,170.841105761298,1764.43088677769,1531.31523196232,1,30,1732.75584285574,0.485967069864273
Disp_483,39,2315.72,61340400,0.258207,20.4505978762796,14.9645,5000.00012527346,885.9713148,576.413270016378,3730.99670993102,3703.94122551271,1,NaN,Inf,Inf
Disp_484,49,2109.39,82627300,0.31071,24.7636495729312,13.2716,5000.00127329623,1013.9626791,589.237974322096,5158.29761711719,5132.58985398292,1,NaN,Inf,Inf
Disp_485,35,2161.66,59918400,0.287688,43.4298314250366,16.7432,5000.00210931923,742.205961,231.964810422238,5957.24787357941,5907.96087060507,1,-55,1430.38661962816,0.0810203552246094
Disp_486,24,2257.54,60499000,0.282178,41.3921163664156,19.6722,4999.99512583737,531.5152176,180.072759573199,4735.43893570604,4619.42426133176,1,NaN,Inf,Inf
Disp_487,26,1623.06,75760700,0.383776,26.4460821976136,12.4055,4999.99956078596,413.9776836,229.610468600657,2829.91033630927,2732.88624051873,1,NaN,Inf,Inf
Disp_488,50,1648.43,98806900,0.356318,26.2866088401295,17.0001,5000.00401639881,808.554915,450.476949555198,4851.95301391,4819.03445484239,1,NaN,Inf,Inf
Disp_489,8,2223.15,80544600,0.251334,38.4813260840565,12.4234,4999.99761592253,174.472812,65.9054411526408,2561.16992807521,1583.35064235062,1,-5,1032.65357169932,0.0582350753247738
Disp_49,40,2024.88,55871200,0.279933,30.6254809218787,15.9376,5000.00013731362,794.562912,389.793368191761,4630.76780570897,4602.04649480906,0,NaN,Inf,Inf
Disp_490,44,1969.26,87913100,0.287122,21.1105285023656,13.8613,5000.00410332822,850.0113864,543.864282389053,4060.94579390224,4027.5146139241,1,NaN,Inf,Inf
Disp_491,44,1786.2,57755200,0.257492,39.806020474737,18.7034,5000.00384848436,770.995368,277.411515717274,5681.53986892363,5652.32748354802,1,NaN,Inf,Inf
Disp_492,5,2165.35,37753100,0.271272,41.1605334866822,12.4937,4999.99324033172,106.2104175,36.3057981479263,1519.21440433477,769.981670559836,1,20,690.095596243326,0.0810203552246094
Disp_493,33,1824.44,98588400,0.38799,39.6123975446581,14.9618,5000.00502061092,590.6259612,214.048342979765,5708.79042713312,5605.95697362011,1,-35,1140.01924541142,0.0286377985030413
Disp_494,6,1616.7,39772000,0.352528,37.0693173064738,19.5544,4999.99274510151,95.158962,37.7989682912146,1274.09649972853,708.58156331931,1,0,670.418550161215,0.0810203552246094
Disp_495,39,2268.89,33669800,0.383774,43.3099156812496,13.012,4999.99740132101,868.0546251,272.617509915804,5007.40801092883,4992.32182507206,1,45,1350.65133231372,0.0690740570425987
Disp_496,9,1661.22,73810300,0.395701,24.5925983358698,17.149,4999.99769654408,146.6691138,85.6308069097001,1290.20278287212,869.888415881888,1,50,735.939870012086,0.157845586538315
Disp_497,37,1719.67,31582000,0.268357,32.0123274491985,19.6083,5000.00580318376,624.1886199,293.305163008895,3376.36834497399,3358.82640162116,1,NaN,Inf,Inf
Disp_498,9,2018.89,69236100,0.376574,43.2165700188169,16.7415,4999.99681326659,178.2477981,56.1912109000153,2659.2658744729,1869.26036079628,1,90,376.899622213415,0.0224209614098072
Disp_499,15,2349.61,67445600,0.27104,40.4062471350057,18.4065,5000.00294450283,345.7451115,121.63211716707,3757.60098369241,3400.90669619958,1,0,2631.14732303302,0.186502352356911
Disp_5,40,2218.34,96798100,0.362471,33.6324097462041,17.7847,5000.00489432347,870.476616,388.352167056941,6290.09277596834,6233.98198693455,0,NaN,Inf,Inf
Disp_50,18,1675.21,50718700,0.320672,33.2514504733081,15.733,5000.00390064784,295.8085818,133.612476644372,2517.25682096521,2360.51887565823,1,0,1417.41858282969,0.131776615977287
Disp_500,15,2336.48,69876800,0.376892,28.4505173952117,15.2606,4999.99811104245,343.813032,180.020639107824,2621.1269805894,2365.13407740802,1,NaN,Inf,Inf
Disp_501,14,2001.97,76138400,0.259674,29.1652735594261,16.5402,5000.0049534658,274.9505598,140.958766130292,2457.49892256345,2096.60371822579,1,-45,2822.89286483199,0.470338761806488
Disp_502,32,1735.64,63215600,0.272513,44.0818068635901,12.6105,4999.99553145087,544.8521088,165.806813997621,5162.16869236647,5089.13455458991,1,45,827.073722004047,0.02541184425354
Disp_503,18,2108.85,37620500,0.327287,40.9670971340588,14.7477,4999.99781941758,372.380733,128.238421739479,3101.89011386875,2988.66375649048,1,-35,750.74708409394,0.0532237514853477
Disp_504,32,2239.51,88734100,0.295904,21.0021060414041,14.0612,4999.99913361813,703.0269792,451.060517321501,3524.34370376611,3459.57266699522,1,NaN,Inf,Inf
Disp_505,45,1951.03,47084200,0.302158,40.8231622232128,14.4028,5000.00336760037,861.2821935,298.23913832226,5629.94649427312,5610.52278502586,1,40,1487.11914161858,0.0690740570425987
Disp_506,27,2062.12,60188000,0.272935,33.1502378084374,18.0807,4999.99697286166,546.1937244,247.515182462286,3990.3581532175,3909.3240757279,0,NaN,Inf,Inf
Disp_507,45,1999.69,67295500,0.282897,44.6704178930671,13.8057,4999.99641422967,882.7631505,262.156274103038,7070.01698536318,7036.53690790889,1,45,1378.67780011455,0.0397810637950897
Disp_508,17,1711.42,99662800,0.349321,24.101193708505,12.8573,5000.00134309151,285.4135134,168.8650540716,2182.42842883243,1907.28341199372,1,NaN,Inf,Inf
Disp_509,38,2198.55,61382100,0.346555,20.7585224378001,15.7917,5000.00310593294,819.575469,529.093228657482,3504.56800209424,3477.65623976963,1,NaN,Inf,Inf
Disp_51,35,1735.28,45823400,0.364109,44.7200907679532,19.9909,4999.98696711294,595.808388,176.571449360954,4678.86045612716,4644.36008905206,1,-50,1328.41545111379,0.0940923765301704
Disp_510,24,1768.85,68877900,0.372525,24.7367927922414,16.6762,4999.99884840329,416.458044,242.191012650889,2595.15710435444,2499.15725661956,1,NaN,Inf,Inf
Disp_511,30,2314.18,97973200,0.364944,43.2944270923772,13.6589,4999.99781278373,681.063174,214.025762562572,6740.43641899492,6615.10114341661,1,40,1123.54167328404,0.0224209614098072
Disp_512,28,1953.5,81681700,0.36792,39.3367587893318,15.7208,5000.00193887842,536.58738,196.456869373792,5003.69245611081,4888.75222177023,1,-25,1394.98097082054,0.0532237514853477
Disp_513,24,1788.09,55555300,0.328551,43.8088597283975,14.507,5000.00541691509,420.9879096,129.557020051538,4116.16574692387,4005.93464753277,1,40,707.458713153004,0.02541184425354
Disp_514,49,2100.46,36334500,0.28185,39.3573943732374,16.3493,5000.00364301361,1009.6701174,369.382030535397,5502.58315582739,5491.71200050961,1,NaN,Inf,Inf
Disp_515,27,1707.28,56353200,0.373899,27.0654816831937,12.2219,5000.00149482836,452.2072536,246.449105597978,2805.90947642201,2743.31929559804,0,NaN,Inf,Inf
Disp_516,25,1752.26,59665200,0.349009,20.3253450269198,12.9915,5000.0027851233,429.741765,280.470749476199,2135.66466510193,2069.95999878703,1,NaN,Inf,Inf
Disp_517,37,2166.25,57282800,0.299163,30.0031714193722,14.4073,4999.99739871014,786.2837625,393.104190564051,4539.18847207023,4505.48965800361,1,15,4889.27080852988,0.617673099040985
Disp_518,19,1686.83,38621800,0.383272,43.847403219395,14.018,5000.00064112019,314.4082437,96.605051915932,2944.15474947349,2834.21501765104,1,40,523.513031473271,0.0286377985030413
Disp_519,47,2225.67,90159900,0.29294,39.5907775981569,19.103,5000.00882147813,1026.1896669,372.199034570078,7920.13388670596,7879.28787975261,1,NaN,Inf,Inf
Disp_52,7,1707.3,59012000,0.327117,31.8773297091781,12.0823,4999.99672684634,117.240291,55.3254143255866,1421.32379379908,822.011213932298,1,0,562.128673335535,0.0397810637950897
Disp_520,35,1935.77,78737600,0.345478,22.4794551776181,16.5464,5000.00232060322,664.6466295,410.517576438046,3447.26257989193,3399.62489905782,1,NaN,Inf,Inf
Disp_521,18,2046.08,76530600,0.250814,28.1125327635621,15.0546,4999.99729023345,361.2968064,191.052008109549,2842.85202696843,2612.27560939255,1,65,3238.87239342874,0.740909814834595
Disp_522,15,1996.57,52995100,0.354107,42.967404674581,16.9294,5000.00214846723,293.7952755,93.5496494731272,3193.71594027886,2928.96597911854,1,35,568.633645469682,0.02541184425354
Disp_523,11,2052.3,93338800,0.384335,22.2070783803602,14.129,5000.00152770204,221.463693,137.760345938262,1632.25197219192,1232.96775542551,1,50,1101.47734117137,0.228684857487679
Disp_524,41,1735.42,78365700,0.28397,40.3376909477021,12.8575,5000.00682916096,698.0032782,246.19179639167,6044.2373624581,5992.28487519317,1,40,1160.3334023993,0.0321044921875
Disp_525,33,1983.29,81534400,0.308427,36.8358233343501,15.3412,4999.99588775082,642.0504717,257.125723302994,5358.48784289322,5278.3489853348,1,NaN,Inf,Inf
Disp_526,34,2388.81,66684800,0.374898,40.2467688288311,14.5553,5000.00252906465,796.7636874,281.989858119775,5970.21155642514,5918.18255712665,1,35,1493.04392212139,0.0532237514853477
Disp_527,19,1989.21,91674400,0.359876,21.260525593375,18.5066,5000.00375207038,370.7688519,236.324637387434,2240.29017398442,2057.68775067073,1,45,2987.13196978523,0.943783760070801
Disp_528,8,2237.64,61955300,0.274206,40.3472240964864,12.6414,4999.99968087483,175.6099872,61.9168918537334,2424.85757648708,1615.87450050513,1,40,297.668935870774,0.0107697257772088
