Folder,Depth,d,E,v,phi,psi,c,sv,sh,Delft_inf,Delft_sug,Exists,yield_angle,yield_stress,yield_strain,ID,maxs,Mw,Mc
Disp_134,18,2173.92,54891500,0.321258,40.2962247847564,19.6971,5000.00469239315,383.8707936,135.606378525281,3624.05224602218,3440.02936132022,1,5,2785.90035838127,0.228684857487679,349,3049.58405176076,36662533.2146552,19322851.0132624
Disp_1340,7,2356.65,75422700,0.390284,43.1858947675672,14.2833,4999.99936566521,161.8311555,51.0791518482821,2591.96127131766,1521.88468491639,1,40,269.785867404661,0.00751675758510828,350,921.989663677992,46959641.1944805,22251894.8863128
Disp_1341,20,1682.7,97642900,0.321127,37.9865589007263,17.682,5000.00397025416,330.14574,126.94876316298,3911.97710886524,3594.38921657101,1,0,1920.70152735283,0.0810203552246094,351,2045.75882215336,65918875.4662794,33124819.9759254
Disp_1342,49,2229.35,60975200,0.30523,38.8086438254577,18.3059,5000.00410958146,1071.6262515,400.015170819338,6860.02804236862,6838.92811239994,1,NaN,Inf,Inf,352,6921.06357945944,41930669.0116405,21324121.9569208
Disp_1343,9,1795.77,47089900,0.380307,20.6154070360091,15.6325,4999.99708801372,158.5485333,102.724649806533,996.338594626649,749.249160208519,1,90,703.008627677633,0.27529564499855,353,2818.5397407749,33667090.0272706,14623328.2143331
Disp_1344,32,1752.12,38256700,0.332427,29.0271444207685,19.2037,4999.99889517528,550.0255104,283.139973265623,3027.32814145578,2999.30898204723,1,NaN,Inf,Inf,354,5639.12530919315,29019825.5255905,8436793.13162848
Disp_1345,28,2058.4,75059700,0.322507,25.7106207858396,12.2937,5000.00307513394,565.401312,320.115461529473,3446.22935961311,3366.00689693467,1,NaN,Inf,Inf,355,3759.00744322405,56896182.4041116,21303568.9068655
Disp_1346,28,1961.14,55217800,0.301934,42.6044203388131,18.0456,4999.99899603815,538.6859352,174.031779838704,4680.16219162461,4604.9574117767,1,NaN,Inf,Inf,356,3659.85149135621,37779512.2855947,19694375.1634452
Disp_1348,42,1743.45,38244400,0.360339,23.6970488823873,18.7528,4999.99704096613,718.336269,429.636481899536,3090.88365742972,3077.55505712215,1,NaN,Inf,Inf,357,7600.12487460669,28570854.5604359,4378708.06332857
Disp_1349,22,2187.28,31560900,0.253996,33.8292312656453,14.9285,4999.99542592066,472.0587696,209.25444918254,2953.6649281676,2898.25434963776,1,0,3109.6272601624,0.51781564950943,358,5092.2571790195,25320516.4628407,11407066.3794498
Disp_135,38,2288.26,98300900,0.381404,27.8187963111534,13.1816,5000.00163072354,853.0175628,454.934048847743,5255.78068557925,5199.91500594015,1,5,3495.89095964645,0.186502352356911,359,3655.47347642406,71402597.558483,28787879.1460505
Disp_1350,34,2315.62,30220200,0.392549,33.8987601839248,12.6061,4999.99610870374,772.3518948,341.590275014426,3835.56643240685,3819.16188298849,1,NaN,Inf,Inf,360,3294.6933018939,22099591.1788929,7879551.58633112
Disp_1351,18,2214.01,97500600,0.358705,41.9364341989618,12.0264,4999.99683426035,390.9498858,129.675838659972,4719.83879454781,4339.91162533483,1,40,627.944251547534,0.0126825589686632,361,1409.83260685634,62682739.3707998,29029947.1704471
Disp_1352,28,2159.66,42827300,0.365904,33.2734305264377,13.5339,4999.99728188867,593.2154088,267.756569545573,3647.46443071122,3604.69340427785,1,10,2617.32491700209,0.239928305149078,362,3209.18171692824,31560308.3951921,14110389.913981
Disp_1353,18,1606.62,60320000,0.305428,28.299220183478,15.1447,5000.00008816816,283.6969596,149.202975839834,2227.64357951869,2053.85520544436,1,50,2157.83729245632,0.51781564950943,363,2635.44806599988,45406164.1790723,21041889.1635373
Disp_1354,42,2264.8,66301500,0.343991,44.0697449725678,19.8769,5000.00612728857,933.142896,284.110757976708,7053.76502820757,7019.50075918167,1,-85,2281.1969772444,0.196625307202339,364,4803.5976417622,44419330.3392991,24998952.3778219
Disp_1355,16,1788.63,82730500,0.32808,41.1431706053949,18.4781,5000.00109406522,280.7433648,96.0302763822634,3599.23353920931,3185.58928677693,1,NaN,Inf,Inf,365,2009.77862063121,53665234.7389798,27354682.9884229
Disp_1356,8,1773.92,57973600,0.393896,37.6609118548366,18.0673,4999.99437942915,139.2172416,54.1573012270787,1850.55056431797,1212.71206227986,1,0,898.787020133079,0.0582350753247738,366,989.905977195164,37959334.6807554,20128730.3564347
Disp_1357,48,2021.55,69435700,0.329804,34.4931312188795,19.6065,5000.00291046249,951.907464,412.835190407481,6085.95144334551,6060.55784129327,1,0,5558.19719492612,0.353118687868118,367,6156.51483849883,51788970.6162464,26256361.4717006
Disp_1358,19,1808.99815019737,54315800,0.347157,41.5741058156593,17.0457,5000.00400207395,337.179165215288,113.431054643895,3405.91384047315,3235.92031625478,1,85,763.359614461731,0.0690740570425987,368,2034.8092140786,35547814.3691198,18315244.5968649
Disp_1359,34,1754.47,46303500,0.26972,37.3439789502219,14.506,5000.00514391105,585.1859238,230.212839249866,4182.42585358987,4144.35982730916,1,10,3596.4915274263,0.353118687868118,369,4381.99243341981,34868681.0539465,16906497.9881743
Disp_136,7,1751.07,69380100,0.345238,23.2663904788216,14.0445,4999.99987397114,120.2459769,72.7480131627208,1054.34192455585,612.38389494,1,90,509.662650288783,0.12366408854723,370,2064.39027911001,48296705.8390639,22627426.6095073
Disp_1360,20,2168.15,99798700,0.293487,30.8224106066396,12.0508,5000.00320020009,425.39103,207.429685241163,3755.49316811838,3489.35876920815,1,0,1758.04789090738,0.0810203552246094,371,2662.90913543988,74395614.9138528,34697313.9194103
Disp_1361,26,1851.5,96541900,0.337776,29.2079258097046,12.4344,5000.00231764011,472.24359,241.797970715925,3723.54125519868,3580.44440824654,1,-10,1992.77260327715,0.115840002894402,372,2379.75750496403,70594559.4730491,32725087.2901552
Disp_1362,20,1824.35,80863100,0.337469,21.712163270533,15.642,4999.99714190065,357.93747,225.52065286213,2166.83614661407,2014.79469779517,1,65,2840.36234303126,0.943783760070801,373,6074.29874124989,59738083.5853539,25106627.2027401
Disp_1363,14,1797.48,62099000,0.298305,29.8793781335143,15.0793,4999.99849604857,246.8659032,123.88331043577,2174.79890912755,1885.33188440998,1,35,1856.1422571371,0.409926176071167,374,2529.97936659712,46419002.1810264,22195575.9615413
Disp_1364,6,1659.62,30559200,0.284529,44.7180612792633,18.659,4999.99157119875,97.6852332,28.9520732497075,1435.26887725549,848.886817136982,1,15,845.720512573627,0.131776615977287,375,1456.24594247571,20891123.7985323,10747341.8961712
Disp_1365,18,1740.38,78167400,0.287877,32.9657492137167,15.4154,5000.00141884128,307.3163004,140.093949425565,3006.86933028343,2737.45281358842,1,-5,1455.32129579959,0.0940923765301704,376,2397.56198479848,57677691.3464281,28070333.6998139
Disp_1366,47,2126.22,44602900,0.264962,43.6263117883755,18.4464,5000.00416181499,980.3362554,303.951265390263,6286.2290085351,6269.51646042094,1,-90,2404.10040964987,0.339515328407288,377,6503.47866749882,31880645.5600977,16614579.2865202
Disp_1367,24,1704.5,76443100,0.343105,32.6555766450963,16.5405,4999.99833464395,401.30748,184.766897304269,3450.4048592185,3310.92618871122,1,-5,1877.99720060696,0.108303889632225,378,2382.82270387998,55087652.2180997,27876552.0852158
Disp_1368,42,1957.02,42503700,0.284615,37.7451236711662,18.2611,4999.99508935879,806.3313804,312.735638939321,4950.57950834799,4930.96291044602,1,NaN,Inf,Inf,379,6658.97576116778,31019542.2283964,15676547.2577247
Disp_1369,34,1815.26,53964300,0.397202,33.5264993061419,17.3166,4999.99486887496,605.4618204,271.051574417069,4003.85832459771,3965.35434000944,1,NaN,Inf,Inf,380,2914.74908923831,38525291.4421463,19287596.2513674
Disp_137,6,2000.76,42557800,0.25847,31.7182838713387,16.8939,4999.99576250686,117.7647336,55.8507339723454,1288.84588316431,739.171979855375,1,-5,683.774634507451,0.115840002894402,381,3315.11948540359,32384982.1330525,15676380.0427035
Disp_1370,11,1761.38,47822100,0.270464,44.1023525369462,16.3481,5000.01016278814,190.0705158,57.7924073077645,2499.47401775688,2040.56253486254,1,90,441.862743306796,0.048480149358511,382,2092.26222225942,32749679.6804868,15998268.7336021
Disp_1371,25,1772.44,30349600,0.361199,30.3014410251972,17.8173,5000.00262596555,434.69091,215.36789886355,2465.20815309804,2429.416187943,1,15,3053.98796112688,0.705080687999725,383,3539.49178609419,22545448.5985854,7587061.89750928
Disp_1372,45,2390.17,67390600,0.359917,22.4260259444202,19.97,5000.00197103386,1055.1405465,652.61466144622,4572.90775098608,4551.94041313148,1,NaN,Inf,Inf,384,11497.1008835486,50232150.335552,6739237.32566028
Disp_1373,19,2124.98,54054700,0.255123,37.0303569756279,14.2394,4999.99665183087,396.0750222,157.543561668309,3477.14137622308,3313.03392910158,1,0,2778.91978212564,0.239928305149078,385,3218.45170660928,40789426.545152,19599120.5261588
Disp_1374,11,2274.36,63077500,0.310439,32.8156351370287,14.9037,5000.00046573024,245.4261876,112.420516415476,2392.19285595944,1941.46853408429,1,0,1152.0264084266,0.0874146819114685,386,2130.99577789236,46140794.8386596,22556348.0857927
Disp_1375,14,2151.53,51664500,0.393557,41.3429850886858,14.1675,5000.00281882858,295.4911302,100.300001031884,3031.37788187502,2760.47044713773,1,35,548.219705065467,0.02541184425354,387,1237.96068326953,32893486.5022254,16513099.9889064
Disp_1376,24,1984.78,80639600,0.346107,39.6219063754645,18.7487,5000.00249577441,467.2966032,169.292895690421,4637.93042824349,4475.18144521806,1,NaN,Inf,Inf,388,2974.55169705725,52404560.956841,27443188.3867576
Disp_1377,39,2189.71,34303600,0.369227,44.1349261808737,19.8893,5000.00024639781,837.7611489,254.385820637121,5017.62439763496,5001.600973233,1,70,1967.12489629715,0.217718422412872,389,4155.20319181399,22919497.8786922,13297067.9507556
Disp_1378,46,2164.86,51254300,0.394927,39.5965877600886,19.7526,5000.00347694079,976.9147236,354.250672389377,5989.43766552285,5971.52158905747,1,NaN,Inf,Inf,390,4285.24014681153,33172635.6831762,18659924.1617966
Disp_1379,16,1933.96,58228200,0.355266,35.5673547732703,12.5898,5000.00382703475,303.5543616,126.989053671705,2840.29229328016,2609.27075436289,1,-10,1349.08067795135,0.0810203552246094,391,1718.0729648257,41061193.6297711,20324344.1378203
Disp_138,26,2189.15,35017200,0.365745,40.2192003459777,16.1123,4999.99652858134,558.364599,197.820979984578,3748.77454892127,3706.91441333569,1,35,1085.4690565554,0.0749075263738632,392,2947.71197914286,23179754.6938127,11964214.2036233
Disp_1380,43,1754.2,66704200,0.363341,33.421149330556,19.833,5000.00202214103,739.974186,332.404643097216,4938.05140302928,4906.99325277309,1,5,4043.64583870743,0.300209075212479,393,4403.31208784557,48634341.6596082,24496295.6543763
Disp_1381,50,1835.94,99275700,0.251429,22.6739824231107,17.2765,5000.00115517106,900.52857,553.386436559925,4695.76992775532,4663.38528322955,1,NaN,Inf,Inf,394,10907.3296796143,79746805.3384038,22488671.3600288
Disp_1382,26,2244.81,43328100,0.254887,31.997714423819,18.7876,5000.00260923988,572.5612386,269.169377924079,3575.61491314456,3519.95457546898,1,NaN,Inf,Inf,395,7595.45666181646,34716135.0806549,15021739.486779
Disp_1383,11,1676.3,50714600,0.318924,29.6202843873781,17.2077,5000.00368091816,180.889533,91.4849423930169,1639.96689696942,1314.55974770235,1,-40,1634.74578788385,0.313056647777557,396,2766.45317160629,37343818.4371812,18422243.8855318
Disp_1384,10,2180.31,78349500,0.355452,31.0772909838302,12.1876,4999.99607636325,213.888411,103.480515966258,2204.96443735984,1633.72218258319,1,5,869.308452336989,0.0440005883574486,397,1336.81246848635,54749172.4326101,25974217.0500491
Disp_1386,37,1759.51,40671000,0.338,29.5217801793149,14.9274,5000.00417659253,638.6493447,323.952084148894,3451.3492645453,3429.49578125153,1,-5,3314.63045606326,0.439701706171036,398,4147.9200191256,30745825.2235012,8599111.66070449
Disp_1387,37,2396.52,79274800,0.300793,21.2346495264694,15.3879,4999.99855275444,869.8648644,554.809966034809,4026.30444199249,3985.65737336702,1,NaN,Inf,Inf,399,9765.76035241816,61502591.5738293,8572560.90416011
Disp_1388,39,1807.09,34229900,0.352112,34.4959303343528,17.177,5000.00382371686,691.3745631,299.816170429165,3823.80622948448,3807.70896156671,1,NaN,Inf,Inf,400,4582.4351469647,25582304.7736252,12020383.7910349
Disp_139,35,1624.36,63860400,0.397062,31.6622343153434,12.1021,5000.00348458986,557.724006,264.968686899117,3839.68236751541,3794.40678066259,1,NaN,Inf,Inf,401,2067.76864144016,45630226.9722611,21161380.1498228
Disp_1390,12,2174.97,96959300,0.313934,26.4166966268413,18.5233,5000.004632795,256.0374684,142.127376602388,2242.67463075458,1755.77944158088,1,45,1682.09860487996,0.32616001367569,402,5839.20892628396,69956956.4498164,34209124.3910763
Disp_1391,8,1740.13,33726200,0.326438,42.4466394486341,12.9242,5000.00591368582,136.5654024,44.3969649893151,1699.39165443303,1245.94711443332,1,40,226.891115314973,0.0147968353703618,403,1170.09486338952,22568016.2069572,10698030.3290391
Disp_1392,41,1646.58,84846500,0.253267,26.900481181164,17.1047,5000.00022108955,662.2709418,362.631620699982,4227.14028373587,4179.61153415889,1,NaN,Inf,Inf,404,6925.91156424187,67641600.5717788,27121809.3844674
Disp_1393,35,2022.36,97429300,0.298388,41.9074138903698,19.3857,5000.00556417955,694.377306,230.582662614378,6753.57477439254,6657.27161763685,1,NaN,Inf,Inf,405,4580.18848207194,66010527.141612,34539563.880519
Disp_1394,23,2317.63,46071200,0.315035,29.5697556290155,17.0409,5000.00508604628,522.9268569,264.871435415476,3173.5896016153,3102.9648605008,1,NaN,Inf,Inf,406,5281.07512701678,35298298.485415,13645684.8155023
Disp_1395,7,2172.43,51480300,0.274704,24.6635425910244,16.9993,5000.00007623771,149.1807681,86.9292889059641,1208.33136056484,775.415616433301,1,45,693.306151898911,0.300209075212479,407,4270.97950456176,39202035.6779454,17990114.1845115
Disp_1397,15,2370.01,62023900,0.352486,42.3950334326702,15.3049,4999.99609365101,348.7469715,113.608380651407,3721.8366267692,3415.16357765747,1,35,657.479143274942,0.02541184425354,408,2017.70102986883,40477637.8497962,20197723.6297036
Disp_1398,49,2104.17,30955200,0.278482,23.5104954445422,19.5997,4999.99684002092,1011.4534773,607.967440573435,3751.04097288074,3743.69028316936,1,NaN,Inf,Inf,409,9225.32578067324,24861104.8863827,3483546.22148172
Disp_1399,46,2272.45,53735500,0.380005,23.6821927311826,12.1838,5000.00282533889,1025.465787,613.573944718785,4362.38499900871,4347.0847765885,1,NaN,Inf,Inf,410,5500.7780331631,39587703.9421437,6000206.94701862
Disp_14,13,2072.55,82829500,0.392123,27.2627808020325,14.9357,4999.99886804863,264.3123015,143.238180317312,2216.772385799,1847.52666811969,1,-25,1566.50039476235,0.176663920283318,411,1740.65832241426,57535911.9533341,28064047.3565335
Disp_140,45,2367.6,61402500,0.397737,27.1101317605702,16.3823,4999.99663646854,1045.17702,568.88742849416,5070.68682013353,5050.8654521916,1,NaN,Inf,Inf,412,5651.39367707266,44532980.7298029,9970512.83017933
Disp_1400,7,2021.28,70220000,0.361686,27.7208380316693,15.2838,4999.99474688535,138.8012976,74.2359272241385,1415.49532735555,832.346559273449,1,-20,810.401816372164,0.0940923765301704,413,2145.65746557846,48499569.2094772,23454958.9180568
Disp_1401,38,1606.69,48375000,0.322728,44.3923232422504,19.9863,5000.00568681483,598.9418982,179.941548446829,4835.5334933776,4802.66664015444,1,-85,1474.83602284571,0.167111307382584,414,3562.1769144178,32812412.432132,18298798.806494
Disp_1402,28,2150.89,84670300,0.390871,31.0131758502547,12.7218,4999.99514117738,590.8064652,286.402191429476,4316.74640816828,4218.31994780444,1,NaN,Inf,Inf,415,2434.5152404438,60349465.8227903,28521554.058959
Disp_1403,12,1970.19,90773000,0.369636,43.1673829787745,16.211,4999.99763980894,231.9307668,73.2595047010111,3461.70426869582,2731.74939210014,1,35,444.723738762235,0.0126825589686632,416,1244.26471277027,56608813.397306,27545996.3993341
Disp_1404,5,2252.93,34344400,0.382634,39.114411663851,13.5149,4999.99340382984,110.5062165,40.7910506053975,1377.10654678921,750.340540816111,1,20,597.300772391822,0.0749075263738632,417,911.707898569893,23401820.2912601,11555201.3735344
Disp_1405,25,2308.25,98731500,0.313351,38.630666643969,16.5478,5000.00215647877,566.0983125,212.684379394302,5558.94242929886,5370.55694351203,1,NaN,Inf,Inf,418,3666.99048391933,65920067.0091803,32460488.2028481
Disp_1406,28,1625.84,52942900,0.387024,21.0831898636956,16.6234,4999.9993136252,446.5857312,285.938540367123,2181.88287403069,2136.58920673724,1,NaN,Inf,Inf,419,5011.00893408714,38458120.9169931,9129894.76834654
Disp_1407,42,2082.78,94587600,0.371446,25.2494460338988,13.9183,5000.00238148086,858.1470156,492.095828806871,4796.3134497828,4754.87362996865,1,NaN,Inf,Inf,420,4393.7643424116,69383672.198385,21480690.8376639
Disp_1408,17,2336.09,43167300,0.297049,21.198771455487,14.6018,5000.00144917378,389.5897293,248.712299263415,1916.38662248146,1817.0132538696,1,75,3233.41394393276,1.89894497394562,421,6984.71552812729,33570052.2080936,7508715.54144008
Disp_1409,47,1647.09,98374900,0.386882,22.3567421200051,13.6055,5000.00047402713,759.4237863,470.560057659793,3979.47675422155,3946.6025809943,1,NaN,Inf,Inf,422,3814.92081824388,71261004.4120461,21615387.096593
Disp_1410,7,2069.82,93701600,0.338958,28.069719095134,17.4975,5000.00072937761,142.1345394,75.2537558420797,1608.54835502569,876.103621154738,1,-25,902.408380388996,0.0874146819114685,423,3294.91450394185,63749527.9456177,31030265.0350916
Disp_1411,15,2261.21,72642200,0.364408,23.2729933091528,16.0662,4999.9992224592,332.7370515,201.268468690528,2129.28606249471,1902.73765260076,1,50,2300.06824231765,0.617673099040985,424,5014.09733069434,52775840.7535885,22824303.205511
Disp_1412,43,1910.44,56864600,0.320232,41.0030926215966,13.3881,5000.0001123285,805.8809052,277.142633032344,5815.64614010041,5787.7898146044,1,40,1351.73866009346,0.048480149358511,425,3250.58182846695,38630547.9776281,18368881.7715096
Disp_1413,16,1918.65,42867600,0.39516,30.6954592303656,14.8247,5000.00332390655,301.151304,147.421160804698,2187.64760188561,2049.77894768055,1,0,1331.17680204122,0.131776615977287,426,1671.27617107383,30671608.9020566,14500019.8635484
Disp_1414,28,1912.65,86893700,0.31888,37.8375962421903,13.6607,5000.00435086194,525.366702,203.093420488284,4953.92849910962,4824.98371515342,1,NaN,Inf,Inf,427,2754.03578757175,60433443.6682949,28978464.6984073
Disp_1415,38,1805.58,92262900,0.327379,22.1823848098533,14.1493,5000.00205366711,673.0841124,418.957088861735,3604.21113956139,3554.49746864128,1,NaN,Inf,Inf,428,5524.34159246443,69729887.2084694,23944102.6512836
Disp_1416,41,1881.26,42830200,0.354716,39.0806474061353,16.3519,4999.99446145638,756.6615846,279.651793997229,4793.52649482101,4773.46677405823,1,-50,1563.92552568642,0.12366408854723,429,3581.40169920935,28500388.0893585,14614598.3306883
Disp_1418,39,1707.6,95818900,0.382356,21.3987191578649,12.9616,5000.00399010015,653.310684,414.946380302036,3410.66681062229,3364.40041904349,1,NaN,Inf,Inf,430,3621.50007198043,69518726.160518,23801324.7093299
Disp_142,30,1843.8,61308400,0.358237,22.6366329668652,14.7332,4999.99776370123,542.63034,333.77978311623,2793.24372932026,2744.26935176267,1,NaN,Inf,Inf,431,4604.99919080269,45465738.8986257,12271066.6945024
Disp_1421,16,1921.21,50586200,0.260626,26.0299260102831,14.3753,4999.99743599848,301.5531216,169.219388758695,2043.62945437573,1877.30936516493,1,70,2559.84789659191,0.981251239776611,432,5090.75129751357,39995100.960554,16527631.3226032
Disp_1422,14,1626.49,35800300,0.300925,34.979209561421,17.8964,5000.00376501672,223.3821366,95.3218130222977,1963.83175037131,1786.22614174364,1,30,1879.30252338947,0.485967069864273,433,2338.69710494993,26772045.7282132,13751026.1853023
Disp_1423,24,2016.27,38436800,0.349756,29.1997368689264,17.7373,4999.9991101788,474.7106088,243.12035607004,2751.33482840583,2700.48589793448,1,NaN,Inf,Inf,434,4301.52108781533,28749488.1122168,10250302.7770709
Disp_1424,11,1981.56,89267000,0.302821,30.5547478644361,19.4182,4999.99963647264,213.8301396,105.1271410471,2292.1105787347,1705.41573874325,1,40,1580.69258287023,0.27529564499855,435,4171.23615385865,63819540.9959902,32089891.6014569
Disp_1425,5,1995.39,54098400,0.335705,32.2586875649925,12.3399,5000.00437198403,97.8738795,45.6344064284499,1248.7941750352,577.332835171869,1,10,462.005112474306,0.0397810637950897,436,1177.8167162601,38004118.051429,17700716.0456796
Disp_1426,11,1951.84,48258100,0.301172,26.3519542002157,16.4496,4999.99730528464,210.6230544,117.130867955877,1587.26321245281,1307.39689130891,1,45,1398.48796803109,0.485967069864273,437,4769.67758265019,36633567.613606,16552545.0511364
Disp_1427,8,1943.88,57906700,0.269742,34.1633045875509,17.3029,4999.99974784678,152.5557024,66.8875055212576,1821.66117245863,1195.17429245485,1,-15,1100.28131012237,0.140177801251411,438,2669.6736501909,42573581.5154792,20923687.7467671
Disp_1428,48,2292.14,42072800,0.384099,29.4380177661152,14.7964,5000.00223101477,1079.3228832,548.855409081846,4881.23016657056,4870.21142060265,1,NaN,Inf,Inf,439,5672.39938928889,30992054.0259018,8154810.43127553
Disp_1429,6,2045.36,83911900,0.382361,26.897981777028,12.2908,5000.00018481433,120.3898896,65.9251067654274,1313.16096205406,658.193326891908,1,-10,556.237487602794,0.0397810637950897,440,1285.69837025453,55911975.1985994,25705981.4094786
Disp_143,8,1786.5,57557500,0.39344,33.9430423204964,18.4678,4999.99903073234,140.20452,61.9187350199694,1657.44117079136,1092.46580751101,1,-20,1087.14704730846,0.115840002894402,441,1144.00297235485,38714773.5226709,20516536.8082122
Disp_1431,32,1771.74,51459400,0.286979,27.0808873038519,14.0968,5000.00230603482,556.1846208,302.982726168195,3203.3155261461,3162.03546019488,1,NaN,Inf,Inf,442,4802.85941516816,40281960.1318673,13018266.4883793
Disp_1432,7,1772.99,83788000,0.343869,33.9145459086925,19.7304,4999.99933562385,121.7512233,53.8194209409341,1761.88480714319,928.682163122411,1,-15,874.634339649587,0.0749075263738632,443,1930.03043603215,55743534.5863219,28197585.6838488
Disp_1433,50,1885.36,93272600,0.250503,41.1581104098885,16.1875,5000.00532235644,924.76908,316.142311277844,7876.88250408228,7834.83532083354,1,NaN,Inf,Inf,444,5426.42796761436,65951640.8931056,31347171.1242347
Disp_1434,50,1980.46,92165000,0.369091,31.0485320522417,13.8118,5000.00286153991,971.41563,470.394468972429,6189.34967052456,6158.36427005905,1,NaN,Inf,Inf,445,4149.77449952498,67478564.1728514,29305854.3351335
Disp_1435,28,1969.23,33266100,0.288571,42.0987843045264,15.7726,5000.00016814615,540.9080964,178.27742584789,3807.22416411054,3769.58171912222,1,NaN,Inf,Inf,446,3713.62259809101,23303992.4430891,11678442.2971279
Disp_1436,23,2206.36,74430300,0.277531,38.2548822662012,14.0093,5000.00159290711,497.8210068,189.589721519879,4619.2901255878,4456.4629661265,1,10,2765.3373123291,0.167111307382584,447,3647.31183689198,53119972.0034222,24897846.7772753
Disp_1437,35,1911.44,55204500,0.396552,43.8940641678253,14.6318,4999.99373215357,656.292924,201.267204641571,5224.47337516512,5183.09170681108,1,40,1114.82052052426,0.0397810637950897,448,1743.36590573987,35699179.6445372,18899143.3406809
Disp_1438,6,2153.74,79832300,0.375885,44.9021892447609,15.1725,5000.00026327455,126.7691364,37.2829759923453,2414.99893828959,1162.21907893015,1,40,212.319317124279,0.00497090490534902,449,872.768675599998,49629114.9141969,23261122.6519331
Disp_1439,48,1762.12,80281000,0.333578,28.8699797787832,17.2915,5000.00235460973,829.7470656,429.125587179247,5049.29159259774,5020.05036667726,1,NaN,Inf,Inf,450,5404.47174728834,60482895.2993108,24789657.7701333
Disp_1440,39,1872.94,98685600,0.256231,33.6778177154969,19.2145,5000.00028648987,716.5681146,319.215121611266,5765.53290380736,5693.51279441197,1,NaN,Inf,Inf,451,6151.97386377111,75968301.7505517,37855065.9687727
Disp_1441,49,1629.66,65809700,0.280937,42.5063784332656,18.3036,5000.00484117342,783.3612654,254.065772689803,6301.21581646559,6273.00757270369,1,NaN,Inf,Inf,452,4647.87825033684,45760211.190545,23507120.4985041
Disp_1443,19,2055.8,44969500,0.259984,38.2758535455699,14.9451,4999.99726630121,383.180562,145.820035568434,3265.51501667509,3133.0533628339,1,0,3114.09247481777,0.32616001367569,453,3114.09247481777,33228156.3437564,16004776.8979689
Disp_1444,24,2071.59,80788000,0.302722,26.3883548545626,13.5481,4999.99675389394,487.7351496,270.959740600363,3280.42640867597,3154.25023372363,1,30,3238.51517489954,0.5504150390625,454,3962.36020932505,61675053.6090451,26193312.3058369
Disp_1445,41,2113.16,80408800,0.397696,32.7061406329496,17.9841,4999.99921206792,849.9340836,390.688770419895,5613.98475327907,5573.9884214142,1,NaN,Inf,Inf,455,4062.9903834027,57340441.035826,28453155.655958
Disp_1446,41,1631.02,84172000,0.365632,26.2971472435655,15.3476,5000.00106309152,656.0125542,365.38157278619,3995.17399888484,3953.56807754157,1,NaN,Inf,Inf,456,3592.62782091863,61781644.8469367,24292393.6345981
Disp_1447,15,1738.89,58496500,0.378886,38.1746362234918,13.9724,4999.99712267228,255.8776635,97.7297995148386,2724.33969928746,2446.7903135796,1,NaN,Inf,Inf,457,1262.87582578733,39043337.8860608,19670395.519219
Disp_1448,19,2263.85,30011200,0.317405,24.5777371661949,17.0867,5000.00110140387,421.9590015,246.454662284499,2061.60526160367,2005.68155494249,1,90,4168.35604599537,1.96418273448944,458,6235.7986305828,23078664.8421391,4280466.41010852
Disp_1449,39,2221.65,38529000,0.316869,31.5764823054316,13.9245,4999.99835808229,849.9810735,404.900162270406,4319.83480192113,4302.24449305052,1,0,5207.4710806206,0.583717405796051,459,5709.12680313924,29704304.3103698,9294752.81937561
Disp_145,9,2055.02,54825900,0.39619,25.3576314613374,15.9467,5000.00241551148,181.4377158,103.733924779359,1405.68446709771,1047.79340252407,1,65,894.14093029871,0.228684857487679,460,2548.11804649136,38508137.1669334,18240690.7051017
Disp_1450,32,2318.7,51192200,0.284368,28.716865926383,12.1303,5000.00178853364,727.886304,378.1502708282,4026.75295660859,3987.45689452237,1,20,4494.26258817637,0.669719159603119,461,5413.88447958819,40263818.9796937,11502451.7407004
Disp_1451,25,2338.47,93664300,0.303814,37.4531676114682,14.8955,5000.00129025988,573.5097675,224.751162730128,5352.19689098511,5179.04857651094,1,10,2952.05242880912,0.140177801251411,462,3655.8559402969,66136854.992558,32136461.730667
Disp_1452,35,2335.37,36301900,0.337154,32.2055329006606,14.8277,4999.99968792827,801.8492895,374.497305325385,4109.10333125768,4088.83126068012,1,0,5173.55429245284,0.583717405796051,463,5366.41966417091,27571435.327201,8987650.8465896
Disp_1453,39,1780.78,57898200,0.25303,36.2679665647526,16.7289,5000.00341856633,681.3086202,278.271989067418,4907.13597793863,4869.7126278881,1,0,4740.8416100622,0.395374178886414,464,5023.63210027763,44604143.5717082,21906844.0141282
Disp_1454,30,1640.41,70207700,0.283544,36.7589246605999,14.3369,5000.00148999598,482.772663,193.857652307248,4269.42590704357,4180.44273452287,1,10,2457.85406397101,0.167111307382584,465,3095.9528321041,51559601.0146586,25079236.6861093
Disp_1455,9,1821.81,37118900,0.396813,29.2191408632007,15.8395,4999.9935291829,160.8476049,82.3296455190222,1327.1540485547,1038.16352653299,1,-15,1010.21284448169,0.20703125,466,1413.94335711435,26347255.1986373,12717765.3277089
Disp_1456,5,1779.97,84787200,0.372408,37.9779815222836,19.6129,4999.99980698799,87.3075285,33.5820898764373,1651.71667877028,618.948499675239,1,10,550.99714696994,0.0286377985030413,467,1024.06497731039,52905190.0396459,26718924.2849491
